,total_score,total_letter_metric,total_position_metric,first_word,first_word_score,first_word_letter_metric,first_word_position_metric,second_word,second_word_score,second_word_letter_metric,second_word_position_metric
124,3.0741678387248594,"[0.003750586029067041, 0.05344585091420555, 0.23652133145804394, 0.40178152836381714, 0.2609001406469807, 0.04360056258790446]","[0.4195968120018863, 0.39568682606658295, 0.1495546179090484, 0.029067041725269544, 0.005157055789967182, 0.0009376465072667605]",paste,1.7922878574777616,"[0.07594936708860764, 0.33239568682607407, 0.39170182841069906, 0.17088607594936805, 0.028129395218002787, 0.0009376465072667605]","[0.6188466947960809, 0.3061415846226037, 0.06751054852320695, 0.005157055789967182, 0.002109704641350211, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
125,3.074144397562178,"[0.003750586029067041, 0.05039849976558854, 0.24050632911392783, 0.4156118143460024, 0.2524613220815795, 0.037271448663853755]","[0.33450539146742436, 0.40928270042195153, 0.19151429910923762, 0.05532114392873909, 0.008204406938584154, 0.0011720581340834506]",heats,1.79226441631508,"[0.07524613220815758, 0.33708391936240806, 0.39967182372246685, 0.16244725738396687, 0.02484763244256914, 0.0007032348804500703]","[0.5065635255508818, 0.3600562587904446, 0.10712611345522684, 0.023675574308485693, 0.002344116268166901, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
127,3.072222222222281,"[0.003281762775433661, 0.054852320675105704, 0.24191279887482803, 0.40646976090015113, 0.2508204406938626, 0.042662916080637686]","[0.34130332864510865, 0.4106891701828517, 0.19104547585560422, 0.04664791373652146, 0.008907641819034227, 0.0014064697609001407]",teams,1.7903422409751832,"[0.07641819034224101, 0.33778715424285816, 0.39498359118613285, 0.16526019690576726, 0.02437880918893576, 0.0011720581340834506]","[0.5046882325363482, 0.3783403656821472, 0.09728082512892604, 0.017580872011251775, 0.0018752930145335208, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
116,3.071706516643285,"[0.0, 0.045241443975621305, 0.23370839193624354, 0.4259259259259372, 0.2533989685888463, 0.041725269573370916]","[0.5482887951242543, 0.33638068448195796, 0.09493670886075918, 0.017815283638068464, 0.002109704641350211, 0.00046882325363338024]",aesop,1.7963900609470569,"[0.05532114392873909, 0.3204406938584224, 0.4399906235349392, 0.16807313642756766, 0.01593999062353495, 0.00023441162681669012]","[0.75457102672295, 0.22433192686357556, 0.019924988279418666, 0.0009376465072667605, 0.0, 0.00023441162681669012]",turin,1.2753164556962262,"[0.2058134083450563, 0.4294421003281877, 0.28762306610408445, 0.07032348804500718, 0.006563525550867322, 0.00023441162681669012]","[0.7262072198781293, 0.22972339428035965, 0.04008438818565407, 0.003750586029067041, 0.0, 0.00023441162681669012]"
63,3.0696436943272967,"[0.004219409282700422, 0.054149085794655626, 0.23511486169714374, 0.40060947022973364, 0.2557430848570133, 0.05016408813877185]","[0.45897796530709184, 0.4132676980778354, 0.10501640881387667, 0.01875293014533522, 0.003047351148616971, 0.0009376465072667605]",spear,1.8455461790905152,"[0.07383966244725747, 0.308251289263954, 0.38959212376934876, 0.19198312236287102, 0.034692920768870136, 0.0016408813877168307]","[0.7086263478668768, 0.24003750586029443, 0.04360056258790446, 0.006563525550867322, 0.0009376465072667605, 0.00023441162681669012]",tonic,1.2240975152367795,"[0.22667604313174256, 0.4266291608063873, 0.28199718706048366, 0.06000937646507294, 0.004453820909517112, 0.00023441162681669012]","[0.6994842944210256, 0.263009845288331, 0.032817627754336595, 0.003047351148616971, 0.0014064697609001407, 0.00023441162681669012]"
95,3.0684247538678497,"[0.003750586029067041, 0.054852320675105704, 0.24917955930614571, 0.39849976558838335, 0.24941397093296241, 0.044303797468354535]","[0.3234880450070395, 0.4146741678387356, 0.2030004688232559, 0.051336146272855314, 0.006797937177684012, 0.0007032348804500703]",fears,1.8117440225035482,"[0.07876230661040787, 0.3213783403656892, 0.39967182372246685, 0.17604313173933545, 0.023441162681669004, 0.0007032348804500703]","[0.4929676511955133, 0.3832630098452979, 0.10173464603844307, 0.01898734177215191, 0.002812939521800281, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
97,3.0644163150492845,"[0.004922644163150492, 0.05625879043600586, 0.24191279887482803, 0.40459446788561754, 0.24964838255977911, 0.042662916080637686]","[0.3279418659165568, 0.419831223628703, 0.1987810595405553, 0.045475855602438, 0.007266760431317392, 0.0007032348804500703]",wears,1.8077355836849822,"[0.08462259728082501, 0.3145804031880049, 0.39967182372246685, 0.17510548523206865, 0.025316455696202517, 0.0007032348804500703]","[0.5028129395218146, 0.3804500703234975, 0.09728082512892604, 0.01593999062353495, 0.003281762775433661, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
141,3.0638068448195614,"[0.005391467416783872, 0.054852320675105704, 0.24191279887482803, 0.4132676980778354, 0.24871073605251232, 0.0358649789029536]","[0.27332395686826577, 0.4275668073136541, 0.22315986872949206, 0.0668073136427569, 0.008438818565400845, 0.0007032348804500703]",gates,1.7819268635724645,"[0.07571495546179095, 0.34153774027192535, 0.40436005625880084, 0.15939990623534978, 0.01851851851851853, 0.00046882325363338024]","[0.4397562119081225, 0.38771683075481517, 0.1383028598218468, 0.030942334739803058, 0.003047351148616971, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
101,3.0614627285513936,"[0.003750586029067041, 0.054852320675105704, 0.24917955930614571, 0.39849976558838335, 0.24941397093296241, 0.044303797468354535]","[0.3720112517580963, 0.38631036099391497, 0.18354430379746983, 0.05086732301922193, 0.006563525550867322, 0.0007032348804500703]",safer,1.8047819971870922,"[0.07876230661040787, 0.3213783403656892, 0.39967182372246685, 0.17604313173933545, 0.023441162681669004, 0.0007032348804500703]","[0.5471167369901708, 0.33778715424285816, 0.09821847163619278, 0.015471167369901572, 0.0011720581340834506, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
151,3.0555789967182947,"[0.002578527894983591, 0.05368026254102224, 0.2503516174402292, 0.4238162212845869, 0.23230192217534334, 0.037271448663853755]","[0.2651195499296813, 0.4172526957337193, 0.23745897796531074, 0.07149554617909061, 0.008204406938584154, 0.00046882325363338024]",manes,1.7736990154711985,"[0.0750117205813409, 0.35349273323957703, 0.39263947491796586, 0.16174402250351677, 0.01593999062353495, 0.0011720581340834506]","[0.4376465072667722, 0.3715424285044629, 0.1469760900140647, 0.04031879981247076, 0.003281762775433661, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
133,3.053539615564991,"[0.002109704641350211, 0.05110173464603862, 0.2529301453352129, 0.4266291608063873, 0.23605250820441054, 0.031176746366619747]","[0.23886544772621093, 0.4371776840131388, 0.2503516174402292, 0.06704172526957358, 0.005860290670417252, 0.0007032348804500703]",bates,1.7870370370370678,"[0.07969995311767461, 0.33895921237694165, 0.39967182372246685, 0.15916549460853308, 0.0213314580403188, 0.0011720581340834506]","[0.426863572433204, 0.39029535864979886, 0.1425222691045474, 0.036333802156586985, 0.003750586029067041, 0.00023441162681669012]",irony,1.2665025785279205,"[0.1978434130332885, 0.4399906235349392, 0.3005157055790029, 0.05789967182372271, 0.003516174402250351, 0.00023441162681669012]","[0.6879981247070073, 0.2639474917955978, 0.04360056258790446, 0.003750586029067041, 0.00046882325363338024, 0.00023441162681669012]"
154,3.0524144397562702,"[0.003750586029067041, 0.05039849976558854, 0.24050632911392783, 0.4156118143460024, 0.2524613220815795, 0.037271448663853755]","[0.4247538677918537, 0.40482887951243424, 0.1415846225972806, 0.02461322081575245, 0.003281762775433661, 0.0009376465072667605]",haste,1.7705344585091727,"[0.07524613220815758, 0.33708391936240806, 0.39967182372246685, 0.16244725738396687, 0.02484763244256914, 0.0007032348804500703]","[0.6333802156587163, 0.3030942334739866, 0.05696202531645594, 0.004922644163150492, 0.0014064697609001407, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
163,3.0483122362869777,"[0.002578527894983591, 0.05368026254102224, 0.2503516174402292, 0.4238162212845869, 0.23230192217534334, 0.037271448663853755]","[0.28270042194093375, 0.433895921237705, 0.22034692920769167, 0.0581340834505394, 0.004453820909517112, 0.00046882325363338024]",names,1.766432255039881,"[0.0750117205813409, 0.35349273323957703, 0.39263947491796586, 0.16174402250351677, 0.01593999062353495, 0.0011720581340834506]","[0.46108766994844214, 0.3806844819503142, 0.12892639474917883, 0.0278949835911861, 0.0011720581340834506, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
117,3.04681200187535,"[0.004453820909517112, 0.05977496483825625, 0.23534927332396044, 0.40318799812471734, 0.2515236755743127, 0.04571026722925469]","[0.44749179559307356, 0.40693858415378453, 0.12564463197374504, 0.017112048757618396, 0.002344116268166901, 0.00046882325363338024]",sepia,1.7956399437412431,"[0.06094702297233971, 0.3279418659165568, 0.4191279887482529, 0.17440225035161855, 0.017346460384435086, 0.00023441162681669012]","[0.6769807782466224, 0.29090482887951824, 0.030942334739803058, 0.0009376465072667605, 0.0, 0.00023441162681669012]",north,1.2511720581341073,"[0.21237693389592388, 0.4381153305204056, 0.27824660103141646, 0.06540084388185678, 0.005391467416783872, 0.00046882325363338024]","[0.6936240037506081, 0.2564463197374634, 0.042662916080637686, 0.006563525550867322, 0.00046882325363338024, 0.00023441162681669012]"
166,3.045428973277133,"[0.004922644163150492, 0.056727613689639245, 0.24425691514299502, 0.419831223628703, 0.24027191748711113, 0.03398968588842006]","[0.27965307079231666, 0.4235818096577702, 0.22667604313174256, 0.0614158462259731, 0.007969995311767463, 0.0007032348804500703]",takes,1.763548992030035,"[0.08134083450539141, 0.34341303328645895, 0.40271917487108394, 0.1518987341772154, 0.019690576652601977, 0.0009376465072667605]","[0.44913267698079046, 0.3832630098452979, 0.13478668541959632, 0.028832630098452855, 0.003750586029067041, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
131,3.044913267698134,"[0.004922644163150492, 0.05977496483825625, 0.2552742616033799, 0.39826535396156665, 0.23886544772621093, 0.04289732770745438]","[0.3115330520393878, 0.38959212376934876, 0.2065166432255064, 0.07548054383497427, 0.01500234411626819, 0.0018752930145335208]",raves,1.7882325363338327,"[0.08790436005625861, 0.32958274730427367, 0.38795124238163187, 0.17112048757618475, 0.022737927801218936, 0.0007032348804500703]","[0.46085325832162544, 0.3696671354899293, 0.13338021565869612, 0.031879981247069825, 0.0039849976558837315, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
167,3.0448898265354556,"[0.0016408813877168307, 0.043366150961087764, 0.24496015002344512, 0.429207688701371, 0.24964838255977911, 0.031176746366619747]","[0.500937646507281, 0.34435067979372574, 0.11908110642287781, 0.030942334739803058, 0.003750586029067041, 0.0009376465072667605]",yeast,1.7630098452883582,"[0.05719643694327263, 0.35325832161276033, 0.4120956399437519, 0.15986872948898317, 0.017346460384435086, 0.00023441162681669012]","[0.7051101734646263, 0.24238162212846143, 0.047116736990154846, 0.004453820909517112, 0.0007032348804500703, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
147,3.0425691514299698,"[0.002109704641350211, 0.05110173464603862, 0.2529301453352129, 0.4266291608063873, 0.23605250820441054, 0.031176746366619747]","[0.312939521800288, 0.40600093764651773, 0.2055789967182396, 0.06446319737459004, 0.009376465072667609, 0.0016408813877168307]",beats,1.7760665729020466,"[0.07969995311767461, 0.33895921237694165, 0.39967182372246685, 0.15916549460853308, 0.0213314580403188, 0.0011720581340834506]","[0.4892170651664461, 0.3624003750586116, 0.1209563994374113, 0.023441162681669004, 0.003750586029067041, 0.00023441162681669012]",irony,1.2665025785279205,"[0.1978434130332885, 0.4399906235349392, 0.3005157055790029, 0.05789967182372271, 0.003516174402250351, 0.00023441162681669012]","[0.6879981247070073, 0.2639474917955978, 0.04360056258790446, 0.003750586029067041, 0.00046882325363338024, 0.00023441162681669012]"
173,3.0417018284107464,"[0.002578527894983591, 0.05368026254102224, 0.2503516174402292, 0.4238162212845869, 0.23230192217534334, 0.037271448663853755]","[0.3237224566338562, 0.4193624003750696, 0.1973745897796551, 0.05039849976558854, 0.007969995311767463, 0.0011720581340834506]",means,1.7598218471636504,"[0.0750117205813409, 0.35349273323957703, 0.39263947491796586, 0.16174402250351677, 0.01593999062353495, 0.0011720581340834506]","[0.4854664791373789, 0.38842006563526527, 0.10759493670886021, 0.01593999062353495, 0.002344116268166901, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
174,3.0417018284107464,"[0.004688232536333802, 0.05836849507735609, 0.2564463197374634, 0.40131270511018374, 0.24191279887482803, 0.037271448663853755]","[0.2672292545710316, 0.4285044538209209, 0.22573839662447576, 0.06985466479137381, 0.007969995311767463, 0.0007032348804500703]",fates,1.7598218471636495,"[0.08110642287857472, 0.34810126582279294, 0.39896858884201675, 0.1526019690576655, 0.01851851851851853, 0.0007032348804500703]","[0.4360056258790553, 0.38607594936709827, 0.139709329582747, 0.034692920768870136, 0.003281762775433661, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
130,3.0395452414440327,"[0.005860290670417252, 0.05719643694327263, 0.2501172058134125, 0.40740740740741793, 0.24074074074074453, 0.03867791842475391]","[0.3145804031880049, 0.40178152836381714, 0.22269104547585866, 0.05602437880918917, 0.004453820909517112, 0.00046882325363338024]",abies,1.7883731833099255,"[0.062119081106423175, 0.33473980309424106, 0.4348335677449718, 0.15658696671354938, 0.011486169714017827, 0.00023441162681669012]","[0.45475855602439125, 0.4282700421941042, 0.10876699484294364, 0.007969995311767463, 0.0, 0.00023441162681669012]",north,1.2511720581341073,"[0.21237693389592388, 0.4381153305204056, 0.27824660103141646, 0.06540084388185678, 0.005391467416783872, 0.00046882325363338024]","[0.6936240037506081, 0.2564463197374634, 0.042662916080637686, 0.006563525550867322, 0.00046882325363338024, 0.00023441162681669012]"
177,3.0393811533052615,"[0.003281762775433661, 0.054852320675105704, 0.24191279887482803, 0.40646976090015113, 0.2508204406938626, 0.042662916080637686]","[0.5363338021566026, 0.3150492264416383, 0.11978434130332787, 0.023909985935302382, 0.0039849976558837315, 0.0009376465072667605]",steam,1.7575011720581644,"[0.07641819034224101, 0.33778715424285816, 0.39498359118613285, 0.16526019690576726, 0.02437880918893576, 0.0011720581340834506]","[0.7515236755743329, 0.1997187060478221, 0.04125644631973753, 0.006563525550867322, 0.0007032348804500703, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
145,3.035208626347924,"[0.004922644163150492, 0.05625879043600586, 0.24191279887482803, 0.40459446788561754, 0.24964838255977911, 0.042662916080637686]","[0.4821847163619451, 0.3706047819971961, 0.12189404594467804, 0.02203469292076887, 0.002578527894983591, 0.0007032348804500703]",swear,1.778527894983622,"[0.08462259728082501, 0.3145804031880049, 0.39967182372246685, 0.17510548523206865, 0.025316455696202517, 0.0007032348804500703]","[0.7097984060009603, 0.24308485700891153, 0.040787623066104145, 0.005157055789967182, 0.0009376465072667605, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
193,3.030731364275725,"[0.004688232536333802, 0.05836849507735609, 0.2564463197374634, 0.40131270511018374, 0.24191279887482803, 0.037271448663853755]","[0.32981715893109037, 0.40529770276606764, 0.1957337083919382, 0.059540553211439556, 0.008204406938584154, 0.0014064697609001407]",feats,1.7488513830286283,"[0.08110642287857472, 0.34810126582279294, 0.39896858884201675, 0.1526019690576655, 0.01851851851851853, 0.0007032348804500703]","[0.4948429442100469, 0.3647444913267786, 0.11392405063291072, 0.02461322081575245, 0.0016408813877168307, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
153,3.0295124238162776,"[0.004922644163150492, 0.05977496483825625, 0.2552742616033799, 0.39826535396156665, 0.23886544772621093, 0.04289732770745438]","[0.3755274261603468, 0.381622128457581, 0.17698077824660224, 0.05555555555555578, 0.009376465072667609, 0.0009376465072667605]",saver,1.772831692451976,"[0.08790436005625861, 0.32958274730427367, 0.38795124238163187, 0.17112048757618475, 0.022737927801218936, 0.0007032348804500703]","[0.5518049695265048, 0.3265353961556566, 0.09892170651664284, 0.020393811533052045, 0.002109704641350211, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
196,3.029184247538735,"[0.005391467416783872, 0.054852320675105704, 0.24191279887482803, 0.4132676980778354, 0.24871073605251232, 0.0358649789029536]","[0.4798406000937781, 0.33403656821379096, 0.13572433192686312, 0.042428504453820994, 0.007266760431317392, 0.0007032348804500703]",stage,1.747304266291639,"[0.07571495546179095, 0.34153774027192535, 0.40436005625880084, 0.15939990623534978, 0.01851851851851853, 0.00046882325363338024]","[0.6739334270980053, 0.24425691514299502, 0.06727613689639027, 0.012892639474917972, 0.0014064697609001407, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
150,3.025246132208214,"[0.006329113924050632, 0.059540553211439556, 0.2519924988279461, 0.39943741209565015, 0.24144397562119463, 0.04125644631973753]","[0.3668541959681289, 0.39990623534928355, 0.19034224097515412, 0.039146741678387297, 0.003281762775433661, 0.00046882325363338024]",aegis,1.7740740740741077,"[0.06305672761368993, 0.33216127519925737, 0.436240037505872, 0.15986872948898317, 0.008438818565400845, 0.00023441162681669012]","[0.526722925457118, 0.39967182372246685, 0.07196436943272398, 0.0014064697609001407, 0.0, 0.00023441162681669012]",north,1.2511720581341073,"[0.21237693389592388, 0.4381153305204056, 0.27824660103141646, 0.06540084388185678, 0.005391467416783872, 0.00046882325363338024]","[0.6936240037506081, 0.2564463197374634, 0.042662916080637686, 0.006563525550867322, 0.00046882325363338024, 0.00023441162681669012]"
176,3.0246835443038558,"[0.002109704641350211, 0.05110173464603862, 0.2529301453352129, 0.4266291608063873, 0.23605250820441054, 0.031176746366619747]","[0.3677918424753957, 0.4259259259259372, 0.17205813408345155, 0.03023909985935299, 0.003281762775433661, 0.0007032348804500703]",abets,1.7581809657759333,"[0.07969995311767461, 0.33895921237694165, 0.39967182372246685, 0.15916549460853308, 0.0213314580403188, 0.0011720581340834506]","[0.571964369432741, 0.34903891233005974, 0.07454289732770752, 0.004219409282700422, 0.0, 0.00023441162681669012]",irony,1.2665025785279205,"[0.1978434130332885, 0.4399906235349392, 0.3005157055790029, 0.05789967182372271, 0.003516174402250351, 0.00023441162681669012]","[0.6879981247070073, 0.2639474917955978, 0.04360056258790446, 0.003750586029067041, 0.00046882325363338024, 0.00023441162681669012]"
185,3.020839193624062,"[0.002109704641350211, 0.05110173464603862, 0.2529301453352129, 0.4266291608063873, 0.23605250820441054, 0.031176746366619747]","[0.40271917487108394, 0.40271917487108394, 0.15400843881856568, 0.034458509142053444, 0.005625879043600562, 0.00046882325363338024]",baste,1.7543366150961395,"[0.07969995311767461, 0.33895921237694165, 0.39967182372246685, 0.15916549460853308, 0.0213314580403188, 0.0011720581340834506]","[0.6099390529770463, 0.3173933427098053, 0.0635255508673233, 0.007735583684950772, 0.0011720581340834506, 0.00023441162681669012]",irony,1.2665025785279205,"[0.1978434130332885, 0.4399906235349392, 0.3005157055790029, 0.05789967182372271, 0.003516174402250351, 0.00023441162681669012]","[0.6879981247070073, 0.2639474917955978, 0.04360056258790446, 0.003750586029067041, 0.00046882325363338024, 0.00023441162681669012]"
170,3.019268635724388,"[0.004922644163150492, 0.05977496483825625, 0.2552742616033799, 0.39826535396156665, 0.23886544772621093, 0.04289732770745438]","[0.3766994842944303, 0.4395218002813058, 0.1533052039381156, 0.02695733708391934, 0.002578527894983591, 0.0009376465072667605]",avers,1.762587904360087,"[0.08790436005625861, 0.32958274730427367, 0.38795124238163187, 0.17112048757618475, 0.022737927801218936, 0.0007032348804500703]","[0.5682137834036738, 0.3785747773089639, 0.046882325363338154, 0.005157055789967182, 0.0009376465072667605, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
192,3.015799343647503,"[0.002109704641350211, 0.05110173464603862, 0.2529301453352129, 0.4266291608063873, 0.23605250820441054, 0.031176746366619747]","[0.45593061415847475, 0.35255508673231023, 0.1453352086263478, 0.04008438818565407, 0.005391467416783872, 0.0007032348804500703]",beast,1.7492967651195803,"[0.07969995311767461, 0.33895921237694165, 0.39967182372246685, 0.15916549460853308, 0.0213314580403188, 0.0011720581340834506]","[0.6582278481012864, 0.2728551336146324, 0.0581340834505394, 0.009376465072667609, 0.0011720581340834506, 0.00023441162681669012]",irony,1.2665025785279205,"[0.1978434130332885, 0.4399906235349392, 0.3005157055790029, 0.05789967182372271, 0.003516174402250351, 0.00023441162681669012]","[0.6879981247070073, 0.2639474917955978, 0.04360056258790446, 0.003750586029067041, 0.00046882325363338024, 0.00023441162681669012]"
198,3.00300046882331,"[0.004688232536333802, 0.061181434599156405, 0.2644163150492312, 0.40740740740741793, 0.22902015939990955, 0.03328645100796998]","[0.3117674636662045, 0.39498359118613285, 0.2065166432255064, 0.07360525082044078, 0.011954992967651209, 0.0011720581340834506]",razes,1.7463197374590083,"[0.08884200656352535, 0.34106891701829195, 0.39639006094703305, 0.15588373183309928, 0.017580872011251775, 0.00023441162681669012]","[0.46225972808252563, 0.3762306610407969, 0.13009845288326233, 0.029067041725269544, 0.002109704641350211, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
